date,crime_type,count
06/19/2015,Theft from Vehicle,21
06/19/2015,Theft of Vehicle,13
06/19/2015,Traffic,1
06/19/2015,Vehicle Recovery,1
06/19/2015,Weapons Offense,3
06/19/2016,Assault,78
06/19/2016,Breaking & Entering,17
06/19/2016,Disorder,3
06/19/2016,Drugs,8
06/19/2016,Family Offense,1
06/19/2016,Property Crime,34
06/19/2016,Robbery,6
06/19/2016,Theft,43
06/19/2016,Theft from Vehicle,16
06/19/2016,Theft of Vehicle,4
06/19/2016,Traffic,6
06/19/2016,Vehicle Recovery,2
06/19/2016,Weapons Offense,4
06/19/2017,Assault,79
06/19/2017,Breaking & Entering,47
06/19/2017,Disorder,5
06/19/2017,Drugs,10
06/19/2017,Family Offense,2
06/19/2017,Kidnapping,1
06/19/2017,Property Crime,44
06/19/2017,Robbery,13
06/19/2017,Theft,56
06/19/2017,Theft from Vehicle,19
06/19/2017,Theft of Vehicle,15
06/19/2017,Traffic,2
06/19/2017,Vehicle Recovery,1
06/19/2017,Weapons Offense,3
06/19/2018,Assault,90
06/19/2018,Breaking & Entering,22
06/19/2018,Disorder,11
06/19/2018,Drugs,11
06/19/2018,Family Offense,2
06/19/2018,Homicide,1
06/19/2018,Kidnapping,2
06/19/2018,Property Crime,46
06/19/2018,Robbery,16
06/19/2018,Theft,57
06/19/2018,Theft from Vehicle,18
06/19/2018,Theft of Vehicle,13
06/19/2018,Traffic,1
06/19/2018,Vehicle Recovery,3
06/19/2018,Weapons Offense,4
06/19/2019,Arson,1
06/19/2019,Assault,80
06/19/2019,Breaking & Entering,24
06/19/2019,Disorder,5
06/19/2019,Drugs,10
06/19/2019,Family Offense,1
06/19/2019,Kidnapping,2
06/19/2019,Liquor,1
06/19/2019,Property Crime,32
06/19/2019,Robbery,6
06/19/2019,Theft,70
06/19/2019,Theft from Vehicle,28
06/19/2019,Theft of Vehicle,15
06/19/2019,Traffic,2
06/19/2019,Weapons Offense,1
06/19/2020,Arson,1
06/19/2020,Assault,88
06/19/2020,Breaking & Entering,16
06/19/2020,Disorder,5
06/19/2020,Drugs,7
06/19/2020,Family Offense,1
06/19/2020,Homicide,1
06/19/2020,Property Crime,39
06/19/2020,Robbery,6
06/19/2020,Theft,66
06/19/2020,Theft from Vehicle,15
06/19/2020,Theft of Vehicle,14
06/19/2020,Traffic,3
06/19/2020,Weapons Offense,7
06/19/2021,Arson,2
06/19/2021,Assault,89
06/19/2021,Breaking & Entering,8
06/19/2021,Disorder,1
06/19/2021,Drugs,11
06/19/2021,Liquor,1
06/19/2021,Property Crime,38
06/19/2021,Robbery,2
06/19/2021,Theft,47
06/19/2021,Theft from Vehicle,13
06/19/2021,Theft of Vehicle,14
06/19/2021,Traffic,1
06/19/2021,Vehicle Recovery,1
06/19/2021,Weapons Offense,8
06/19/2022,Arson,1
06/19/2022,Assault,90
06/19/2022,Breaking & Entering,19
06/19/2022,Disorder,3
06/19/2022,Drugs,16
06/19/2022,Family Offense,1
06/19/2022,Homicide,3
06/19/2022,Property Crime,68
06/19/2022,Robbery,7
06/19/2022,Theft,54
06/19/2022,Theft from Vehicle,43
06/19/2022,Theft of Vehicle,26
06/19/2022,Traffic,4
06/19/2022,Vehicle Recovery,2
06/19/2022,Weapons Offense,13
06/20/2000,Theft,1
06/20/2003,Theft,1
06/20/2005,Property Crime,1
06/20/2005,Theft,1
06/20/2006,Assault,112
06/20/2006,Breaking & Entering,55
06/20/2006,Disorder,3
06/20/2006,Drugs,15
06/20/2006,Kidnapping,3
06/20/2006,Property Crime,57
06/20/2006,Robbery,15
06/20/2006,Theft,75
06/20/2006,Theft from Vehicle,38
06/20/2006,Theft of Vehicle,23
06/20/2006,Vehicle Recovery,2
06/20/2006,Weapons Offense,2
06/20/2007,Assault,104
06/20/2007,Breaking & Entering,52
06/20/2007,Drugs,23
06/20/2007,Homicide,1
06/20/2007,Property Crime,39
06/20/2007,Robbery,13
06/20/2007,Theft,58
06/20/2007,Theft from Vehicle,31
06/20/2007,Theft of Vehicle,21
06/20/2007,Traffic,2
06/20/2007,Vehicle Recovery,2
06/20/2007,Weapons Offense,3
06/20/2008,Assault,101
06/20/2008,Breaking & Entering,51
06/20/2008,Disorder,2
06/20/2008,Drugs,17
06/20/2008,Family Offense,1
06/20/2008,Homicide,1
06/20/2008,Property Crime,49
06/20/2008,Robbery,11
06/20/2008,Theft,79
06/20/2008,Theft from Vehicle,27
06/20/2008,Theft of Vehicle,16
06/20/2008,Traffic,5
06/20/2008,Vehicle Recovery,1
06/20/2008,Weapons Offense,2
06/20/2009,Arson,2
06/20/2009,Assault,98
06/20/2009,Breaking & Entering,31
06/20/2009,Disorder,1
06/20/2009,Drugs,18
06/20/2009,Family Offense,1
06/20/2009,Homicide,3
06/20/2009,Kidnapping,2
06/20/2009,Property Crime,42
06/20/2009,Robbery,16
06/20/2009,Theft,58
06/20/2009,Theft from Vehicle,28
06/20/2009,Theft of Vehicle,10
06/20/2009,Traffic,3
06/20/2009,Vehicle Recovery,1
06/20/2009,Weapons Offense,3
06/20/2010,Assault,106
06/20/2010,Breaking & Entering,46
06/20/2010,Disorder,4
06/20/2010,Drugs,11
06/20/2010,Family Offense,1
06/20/2010,Property Crime,46
06/20/2010,Robbery,6
06/20/2010,Theft,39
06/20/2010,Theft from Vehicle,20
06/20/2010,Theft of Vehicle,8
06/20/2010,Traffic,3
06/20/2010,Weapons Offense,2
06/20/2011,Assault,108
06/20/2011,Breaking & Entering,37
06/20/2011,Disorder,6
06/20/2011,Drugs,12
06/20/2011,Family Offense,2
06/20/2011,Property Crime,41
06/20/2011,Robbery,19
06/20/2011,Theft,70
06/20/2011,Theft from Vehicle,19
06/20/2011,Theft of Vehicle,13
06/20/2011,Traffic,1
06/20/2011,Weapons Offense,4
06/20/2012,Arson,1
06/20/2012,Assault,94
06/20/2012,Breaking & Entering,41
06/20/2012,Disorder,4
06/20/2012,Drugs,15
06/20/2012,Kidnapping,1
06/20/2012,Property Crime,44
06/20/2012,Robbery,7
06/20/2012,Theft,77
06/20/2012,Theft from Vehicle,23
06/20/2012,Theft of Vehicle,10
06/20/2012,Traffic,4
06/20/2012,Vehicle Recovery,1
06/20/2012,Weapons Offense,2
06/20/2013,Arson,3
06/20/2013,Assault,80
06/20/2013,Breaking & Entering,43
06/20/2013,Disorder,6
06/20/2013,Drugs,20
06/20/2013,Property Crime,43
06/20/2013,Robbery,6
06/20/2013,Theft,64
06/20/2013,Theft from Vehicle,18
06/20/2013,Theft of Vehicle,9
06/20/2013,Traffic,4
06/20/2013,Vehicle Recovery,1
06/20/2013,Weapons Offense,9
06/20/2014,Arson,1
06/20/2014,Assault,92
06/20/2014,Breaking & Entering,41
06/20/2014,Disorder,9
06/20/2014,Drugs,10
06/20/2014,Family Offense,2
06/20/2014,Property Crime,40
06/20/2014,Robbery,15
06/20/2014,Theft,58
06/20/2014,Theft from Vehicle,14
06/20/2014,Theft of Vehicle,10
06/20/2014,Traffic,3
06/20/2014,Weapons Offense,1
06/20/2015,Assault,100
06/20/2015,Breaking & Entering,30
06/20/2015,Disorder,6
06/20/2015,Drugs,10
06/20/2015,Property Crime,48
06/20/2015,Robbery,13
06/20/2015,Theft,67
06/20/2015,Theft from Vehicle,13
06/20/2015,Theft of Vehicle,8
06/20/2015,Traffic,4
06/20/2015,Weapons Offense,6
06/20/2016,Assault,87
06/20/2016,Breaking & Entering,31
06/20/2016,Disorder,8
06/20/2016,Drugs,11
06/20/2016,Family Offense,1
06/20/2016,Homicide,1
06/20/2016,Kidnapping,1
06/20/2016,Property Crime,38
06/20/2016,Robbery,10
06/20/2016,Theft,53
06/20/2016,Theft from Vehicle,14
06/20/2016,Theft of Vehicle,11
06/20/2016,Traffic,1
06/20/2016,Weapons Offense,3
06/20/2017,Arson,2
06/20/2017,Assault,97
06/20/2017,Breaking & Entering,29
06/20/2017,Disorder,2
06/20/2017,Drugs,13
06/20/2017,Family Offense,2
06/20/2017,Homicide,1
06/20/2017,Kidnapping,1
06/20/2017,Liquor,1
06/20/2017,Property Crime,46
06/20/2017,Robbery,10
06/20/2017,Theft,56
06/20/2017,Theft from Vehicle,22
06/20/2017,Theft of Vehicle,6
06/20/2017,Traffic,1
06/20/2018,Arson,1
06/20/2018,Assault,61
06/20/2018,Breaking & Entering,26
06/20/2018,Disorder,5
06/20/2018,Drugs,20
06/20/2018,Family Offense,2
06/20/2018,Kidnapping,1
06/20/2018,Property Crime,40
06/20/2018,Robbery,13
06/20/2018,Theft,70
06/20/2018,Theft from Vehicle,14
06/20/2018,Theft of Vehicle,17
06/20/2018,Vehicle Recovery,1
06/20/2018,Weapons Offense,5
06/20/2019,Arson,1
06/20/2019,Assault,66
06/20/2019,Breaking & Entering,23
06/20/2019,Disorder,6
06/20/2019,Drugs,9
06/20/2019,Homicide,1
06/20/2019,Property Crime,42
06/20/2019,Robbery,7
06/20/2019,Theft,58
06/20/2019,Theft from Vehicle,29
06/20/2019,Theft of Vehicle,20
06/20/2019,Weapons Offense,2
06/20/2020,Arson,1
06/20/2020,Assault,92
06/20/2020,Breaking & Entering,13
06/20/2020,Disorder,3
06/20/2020,Drugs,7
06/20/2020,Family Offense,2
06/20/2020,Homicide,3
06/20/2020,Kidnapping,3
06/20/2020,Property Crime,40
06/20/2020,Robbery,7
06/20/2020,Theft,56
06/20/2020,Theft from Vehicle,13
06/20/2020,Theft of Vehicle,11
06/20/2020,Vehicle Recovery,1
06/20/2020,Weapons Offense,9
06/20/2021,Assault,101
06/20/2021,Breaking & Entering,15
06/20/2021,Disorder,7
06/20/2021,Drugs,7
06/20/2021,Family Offense,2
06/20/2021,Liquor,1
06/20/2021,Property Crime,40
06/20/2021,Robbery,1
06/20/2021,Theft,36
06/20/2021,Theft from Vehicle,20
06/20/2021,Theft of Vehicle,10
06/20/2021,Traffic,3
06/20/2021,Vehicle Recovery,1
06/20/2021,Weapons Offense,5
06/20/2022,Arson,2
06/20/2022,Assault,64
06/20/2022,Breaking & Entering,10
06/20/2022,Disorder,8
06/20/2022,Drugs,14
06/20/2022,Family Offense,4
06/20/2022,Kidnapping,1
06/20/2022,Liquor,1
06/20/2022,Property Crime,60
06/20/2022,Robbery,7
06/20/2022,Theft,64
06/20/2022,Theft from Vehicle,26
06/20/2022,Theft of Vehicle,25
06/20/2022,Traffic,2
06/20/2022,Vehicle Recovery,3
06/20/2022,Weapons Offense,7
06/21/2004,Disorder,1
06/21/2006,Assault,76
06/21/2006,Breaking & Entering,50
06/21/2006,Drugs,17
06/21/2006,Family Offense,1
06/21/2006,Property Crime,39
06/21/2006,Robbery,13
06/21/2006,Theft,56
06/21/2006,Theft from Vehicle,26
06/21/2006,Theft of Vehicle,22
06/21/2006,Vehicle Recovery,3
06/21/2006,Weapons Offense,4
06/21/2007,Arson,1
06/21/2007,Assault,78
06/21/2007,Breaking & Entering,54
06/21/2007,Disorder,1
06/21/2007,Drugs,15
06/21/2007,Family Offense,1
06/21/2007,Property Crime,44
06/21/2007,Robbery,11
06/21/2007,Theft,72
06/21/2007,Theft from Vehicle,23
06/21/2007,Theft of Vehicle,18
06/21/2007,Traffic,1
06/21/2007,Vehicle Recovery,3
06/21/2007,Weapons Offense,4
06/21/2008,Arson,1
06/21/2008,Assault,87
06/21/2008,Breaking & Entering,34
06/21/2008,Drugs,25
06/21/2008,Family Offense,1
06/21/2008,Kidnapping,1
06/21/2008,Property Crime,33
06/21/2008,Robbery,16
06/21/2008,Theft,59
06/21/2008,Theft from Vehicle,26
06/21/2008,Theft of Vehicle,23
06/21/2008,Traffic,2
06/21/2008,Vehicle Recovery,3
06/21/2008,Weapons Offense,3
06/21/2009,Assault,113
06/21/2009,Breaking & Entering,35
06/21/2009,Disorder,1
06/21/2009,Drugs,4
06/21/2009,Homicide,3
06/21/2009,Property Crime,25
06/21/2009,Robbery,12
06/21/2009,Theft,52
06/21/2009,Theft from Vehicle,16
06/21/2009,Theft of Vehicle,15
06/21/2009,Weapons Offense,1
06/21/2010,Assault,69
06/21/2010,Breaking & Entering,48
06/21/2010,Disorder,4
06/21/2010,Drugs,19
06/21/2010,Family Offense,4
06/21/2010,Property Crime,29
06/21/2010,Robbery,12
06/21/2010,Theft,49
06/21/2010,Theft from Vehicle,14
06/21/2010,Theft of Vehicle,16
06/21/2010,Traffic,4
06/21/2010,Vehicle Recovery,3
06/21/2010,Weapons Offense,2
06/21/2011,Arson,2
06/21/2011,Assault,93
06/21/2011,Breaking & Entering,44
06/21/2011,Disorder,4
06/21/2011,Drugs,13
06/21/2011,Family Offense,1
06/21/2011,Kidnapping,1
06/21/2011,Property Crime,45
06/21/2011,Robbery,15
06/21/2011,Theft,71
06/21/2011,Theft from Vehicle,15
06/21/2011,Theft of Vehicle,14
06/21/2011,Traffic,2
06/21/2011,Vehicle Recovery,3
06/21/2011,Weapons Offense,5
06/21/2012,Arson,3
06/21/2012,Assault,105
06/21/2012,Breaking & Entering,47
06/21/2012,Disorder,7
06/21/2012,Drugs,19
06/21/2012,Family Offense,2
06/21/2012,Kidnapping,1
06/21/2012,Property Crime,40
06/21/2012,Robbery,8
06/21/2012,Theft,69
06/21/2012,Theft from Vehicle,21
06/21/2012,Theft of Vehicle,9
06/21/2012,Traffic,2
06/21/2012,Vehicle Recovery,3
06/21/2012,Weapons Offense,7
06/21/2013,Arson,2
06/21/2013,Assault,86
06/21/2013,Breaking & Entering,43
06/21/2013,Disorder,2
06/21/2013,Drugs,31
06/21/2013,Family Offense,1
06/21/2013,Liquor,1
06/21/2013,Property Crime,48
06/21/2013,Robbery,9
06/21/2013,Theft,68
06/21/2013,Theft from Vehicle,16
06/21/2013,Theft of Vehicle,5
06/21/2013,Traffic,1
06/21/2013,Weapons Offense,3
06/21/2014,Arson,1
06/21/2014,Assault,92
06/21/2014,Breaking & Entering,33
06/21/2014,Disorder,2
06/21/2014,Drugs,8
06/21/2014,Family Offense,1
06/21/2014,Homicide,1
06/21/2014,Kidnapping,1
06/21/2014,Property Crime,51
06/21/2014,Robbery,14
06/21/2014,Theft,55
06/21/2014,Theft from Vehicle,20
06/21/2014,Theft of Vehicle,10
06/21/2014,Traffic,5
06/21/2014,Vehicle Recovery,1
06/21/2014,Weapons Offense,4
06/21/2015,Assault,90
06/21/2015,Breaking & Entering,15
06/21/2015,Disorder,1
06/21/2015,Drugs,6
06/21/2015,Family Offense,2
06/21/2015,Property Crime,35
06/21/2015,Robbery,8
06/21/2015,Theft,47
06/21/2015,Theft from Vehicle,22
06/21/2015,Theft of Vehicle,6
06/21/2015,Traffic,4
06/21/2015,Vehicle Recovery,2
06/21/2015,Weapons Offense,1
06/21/2016,Assault,79
06/21/2016,Breaking & Entering,35
06/21/2016,Disorder,3
06/21/2016,Drugs,18
06/21/2016,Homicide,2
06/21/2016,Property Crime,37
06/21/2016,Robbery,10
06/21/2016,Theft,43
06/21/2016,Theft from Vehicle,24
06/21/2016,Theft of Vehicle,5
06/21/2016,Traffic,1
06/21/2016,Vehicle Recovery,2
06/21/2016,Weapons Offense,4
06/21/2017,Arson,2
06/21/2017,Assault,80
06/21/2017,Breaking & Entering,21
06/21/2017,Disorder,4
06/21/2017,Drugs,13
06/21/2017,Family Offense,2
06/21/2017,Homicide,1
06/21/2017,Kidnapping,1
06/21/2017,Property Crime,44
06/21/2017,Robbery,10
06/21/2017,Theft,64
06/21/2017,Theft from Vehicle,25
06/21/2017,Theft of Vehicle,8
06/21/2017,Traffic,1
06/21/2017,Weapons Offense,2
06/21/2018,Assault,90
06/21/2018,Breaking & Entering,30
06/21/2018,Disorder,2
06/21/2018,Drugs,16
06/21/2018,Family Offense,1
06/21/2018,Liquor,1
06/21/2018,Property Crime,43
06/21/2018,Robbery,10
06/21/2018,Theft,79
06/21/2018,Theft from Vehicle,15
06/21/2018,Theft of Vehicle,9
06/21/2018,Traffic,4
06/21/2018,Weapons Offense,5
06/21/2019,Arson,1
06/21/2019,Assault,69
06/21/2019,Breaking & Entering,28
06/21/2019,Disorder,5
06/21/2019,Drugs,6
06/21/2019,Family Offense,3
06/21/2019,Property Crime,43
06/21/2019,Robbery,12
06/21/2019,Theft,73
06/21/2019,Theft from Vehicle,29
06/21/2019,Theft of Vehicle,14
06/21/2019,Traffic,1
06/21/2019,Vehicle Recovery,2
06/21/2019,Weapons Offense,1
06/21/2020,Arson,1
06/21/2020,Assault,90
06/21/2020,Breaking & Entering,12
06/21/2020,Drugs,4
06/21/2020,Family Offense,2
06/21/2020,Kidnapping,1
06/21/2020,Property Crime,48
06/21/2020,Robbery,7
06/21/2020,Theft,34
06/21/2020,Theft from Vehicle,18
06/21/2020,Theft of Vehicle,13
06/21/2020,Vehicle Recovery,1
06/21/2020,Weapons Offense,6
06/21/2021,Arson,1
06/21/2021,Assault,93
06/21/2021,Breaking & Entering,7
06/21/2021,Disorder,6
06/21/2021,Drugs,4
06/21/2021,Property Crime,34
06/21/2021,Robbery,5
06/21/2021,Theft,59
06/21/2021,Theft from Vehicle,21
06/21/2021,Theft of Vehicle,14
06/21/2021,Vehicle Recovery,1
06/21/2021,Weapons Offense,9
06/21/2022,Assault,72
06/21/2022,Breaking & Entering,15
06/21/2022,Disorder,6
06/21/2022,Drugs,14
06/21/2022,Family Offense,2
06/21/2022,Property Crime,58
06/21/2022,Robbery,6
06/21/2022,Theft,52
06/21/2022,Theft from Vehicle,38
06/21/2022,Theft of Vehicle,27
06/21/2022,Weapons Offense,12
06/22/2003,Breaking & Entering,1
06/22/2004,Theft,1
06/22/2006,Arson,2
06/22/2006,Assault,82
06/22/2006,Breaking & Entering,60
06/22/2006,Disorder,2
06/22/2006,Drugs,14
06/22/2006,Homicide,3
06/22/2006,Property Crime,53
06/22/2006,Robbery,17
06/22/2006,Theft,54
06/22/2006,Theft from Vehicle,33
06/22/2006,Theft of Vehicle,14
06/22/2007,Assault,82
06/22/2007,Breaking & Entering,81
06/22/2007,Disorder,3
06/22/2007,Drugs,21
06/22/2007,Family Offense,1
06/22/2007,Kidnapping,1
06/22/2007,Property Crime,49
06/22/2007,Robbery,11
06/22/2007,Theft,98
06/22/2007,Theft from Vehicle,23
06/22/2007,Theft of Vehicle,20
06/22/2007,Vehicle Recovery,2
06/22/2008,Arson,1
06/22/2008,Assault,117
06/22/2008,Breaking & Entering,31
06/22/2008,Disorder,1
06/22/2008,Drugs,13
06/22/2008,Family Offense,4
06/22/2008,Property Crime,41
06/22/2008,Robbery,17
06/22/2008,Theft,56
06/22/2008,Theft from Vehicle,26
06/22/2008,Theft of Vehicle,22
06/22/2008,Traffic,6
06/22/2008,Weapons Offense,2
06/22/2009,Assault,106
06/22/2009,Breaking & Entering,44
06/22/2009,Disorder,2
06/22/2009,Drugs,15
06/22/2009,Kidnapping,2
06/22/2009,Property Crime,47
06/22/2009,Robbery,9
06/22/2009,Theft,66
06/22/2009,Theft from Vehicle,25
06/22/2009,Theft of Vehicle,20
06/22/2009,Vehicle Recovery,2
06/22/2009,Weapons Offense,5
06/22/2010,Assault,105
06/22/2010,Breaking & Entering,38
06/22/2010,Disorder,2
06/22/2010,Drugs,22
06/22/2010,Family Offense,2
06/22/2010,Kidnapping,2
06/22/2010,Liquor,1
06/22/2010,Property Crime,30
06/22/2010,Robbery,9
06/22/2010,Theft,63
06/22/2010,Theft from Vehicle,17
06/22/2010,Theft of Vehicle,17
06/22/2010,Traffic,1
06/22/2010,Vehicle Recovery,1
06/22/2010,Weapons Offense,8
06/22/2011,Assault,94
06/22/2011,Breaking & Entering,50
06/22/2011,Disorder,4
06/22/2011,Drugs,20
06/22/2011,Family Offense,1
06/22/2011,Kidnapping,1
06/22/2011,Property Crime,44
06/22/2011,Robbery,17
06/22/2011,Theft,63
06/22/2011,Theft from Vehicle,16
06/22/2011,Theft of Vehicle,9
06/22/2011,Traffic,3
06/22/2011,Vehicle Recovery,1
06/22/2011,Weapons Offense,2
06/22/2012,Arson,2
06/22/2012,Assault,85
06/22/2012,Breaking & Entering,47
06/22/2012,Disorder,6
06/22/2012,Drugs,18
06/22/2012,Family Offense,1
06/22/2012,Homicide,2
06/22/2012,Kidnapping,2
06/22/2012,Property Crime,43
06/22/2012,Robbery,19
06/22/2012,Theft,80
06/22/2012,Theft from Vehicle,18
06/22/2012,Theft of Vehicle,11
06/22/2012,Traffic,3
06/22/2012,Vehicle Recovery,1
06/22/2012,Weapons Offense,3
06/22/2013,Arson,1
06/22/2013,Assault,94
06/22/2013,Breaking & Entering,31
06/22/2013,Disorder,9
06/22/2013,Drugs,16
06/22/2013,Family Offense,1
06/22/2013,Homicide,4
06/22/2013,Kidnapping,1
06/22/2013,Property Crime,30
06/22/2013,Robbery,9
06/22/2013,Theft,61
06/22/2013,Theft from Vehicle,15
06/22/2013,Theft of Vehicle,6
06/22/2013,Traffic,3
06/22/2013,Vehicle Recovery,1
06/22/2013,Weapons Offense,4
06/22/2014,Assault,92
06/22/2014,Breaking & Entering,27
06/22/2014,Disorder,2
06/22/2014,Drugs,4
06/22/2014,Family Offense,1
06/22/2014,Kidnapping,1
06/22/2014,Property Crime,35
06/22/2014,Robbery,10
06/22/2014,Theft,46
06/22/2014,Theft from Vehicle,19
06/22/2014,Theft of Vehicle,9
06/22/2014,Traffic,4
06/22/2014,Vehicle Recovery,3
06/22/2014,Weapons Offense,3
06/22/2015,Arson,1
06/22/2015,Assault,66
06/22/2015,Breaking & Entering,29
06/22/2015,Disorder,4
06/22/2015,Drugs,2
06/22/2015,Family Offense,1
06/22/2015,Kidnapping,1
06/22/2015,Property Crime,31
06/22/2015,Robbery,4
06/22/2015,Theft,52
06/22/2015,Theft from Vehicle,21
06/22/2015,Theft of Vehicle,12
06/22/2015,Traffic,1
06/22/2015,Vehicle Recovery,1
06/22/2015,Weapons Offense,2
06/22/2016,Arson,1
06/22/2016,Assault,79
06/22/2016,Breaking & Entering,29
06/22/2016,Disorder,4
06/22/2016,Drugs,12
06/22/2016,Family Offense,3
06/22/2016,Property Crime,43
06/22/2016,Robbery,6
06/22/2016,Theft,54
06/22/2016,Theft from Vehicle,21
06/22/2016,Theft of Vehicle,13
06/22/2016,Traffic,3
06/22/2016,Weapons Offense,4
06/22/2017,Assault,81
06/22/2017,Breaking & Entering,30
06/22/2017,Disorder,5
06/22/2017,Drugs,7
06/22/2017,Family Offense,2
06/22/2017,Property Crime,36
06/22/2017,Robbery,10
06/22/2017,Theft,61
06/22/2017,Theft from Vehicle,21
06/22/2017,Theft of Vehicle,15
06/22/2017,Traffic,3
06/22/2017,Vehicle Recovery,2
06/22/2017,Weapons Offense,2
06/22/2018,Arson,2
06/22/2018,Assault,88
06/22/2018,Breaking & Entering,19
06/22/2018,Disorder,10
06/22/2018,Drugs,14
06/22/2018,Homicide,1
06/22/2018,Kidnapping,1
06/22/2018,Property Crime,35
06/22/2018,Robbery,9
06/22/2018,Theft,86
06/22/2018,Theft from Vehicle,15
06/22/2018,Theft of Vehicle,14
06/22/2018,Traffic,1
06/22/2018,Vehicle Recovery,1
06/22/2018,Weapons Offense,6
06/22/2019,Arson,2
06/22/2019,Assault,87
06/22/2019,Breaking & Entering,23
06/22/2019,Disorder,5
06/22/2019,Drugs,9
06/22/2019,Family Offense,1
06/22/2019,Kidnapping,1
06/22/2019,Liquor,1
06/22/2019,Property Crime,31
06/22/2019,Robbery,7
06/22/2019,Theft,62
06/22/2019,Theft from Vehicle,29
06/22/2019,Theft of Vehicle,18
06/22/2019,Traffic,2
06/22/2019,Vehicle Recovery,1
06/22/2019,Weapons Offense,3
06/22/2020,Arson,1
06/22/2020,Assault,87
06/22/2020,Breaking & Entering,22
06/22/2020,Disorder,4
06/22/2020,Drugs,4
06/22/2020,Family Offense,3
06/22/2020,Homicide,2
06/22/2020,Property Crime,33
06/22/2020,Robbery,4
06/22/2020,Theft,47
06/22/2020,Theft from Vehicle,15
06/22/2020,Theft of Vehicle,11
06/22/2020,Traffic,3
06/22/2020,Vehicle Recovery,1
06/22/2020,Weapons Offense,3
06/22/2021,Assault,102
06/22/2021,Breaking & Entering,14
06/22/2021,Disorder,2
06/22/2021,Drugs,11
06/22/2021,Family Offense,1
06/22/2021,Homicide,4
06/22/2021,Kidnapping,1
06/22/2021,Property Crime,45
06/22/2021,Robbery,3
06/22/2021,Theft,42
06/22/2021,Theft from Vehicle,17
06/22/2021,Theft of Vehicle,12
06/22/2021,Vehicle Recovery,1
06/22/2021,Weapons Offense,12
06/22/2022,Arson,2
06/22/2022,Assault,76
06/22/2022,Breaking & Entering,23
06/22/2022,Disorder,3
06/22/2022,Drugs,16
06/22/2022,Family Offense,2
06/22/2022,Property Crime,56
06/22/2022,Robbery,16
06/22/2022,Theft,47
06/22/2022,Theft from Vehicle,24
06/22/2022,Theft of Vehicle,22
06/22/2022,Traffic,3
06/22/2022,Vehicle Recovery,2
06/22/2022,Weapons Offense,20
06/23/2003,Theft,1
06/23/2004,Theft,1
06/23/2005,Breaking & Entering,1
06/23/2005,Theft,1
06/23/2006,Assault,87
06/23/2006,Breaking & Entering,67
06/23/2006,Disorder,3
06/23/2006,Drugs,17
06/23/2006,Kidnapping,1
06/23/2006,Property Crime,58
06/23/2006,Robbery,24
06/23/2006,Theft,48
06/23/2006,Theft from Vehicle,42
06/23/2006,Theft of Vehicle,23
06/23/2006,Vehicle Recovery,1
06/23/2006,Weapons Offense,1
06/23/2007,Arson,1
06/23/2007,Assault,121
06/23/2007,Breaking & Entering,47
06/23/2007,Drugs,17
06/23/2007,Family Offense,1
06/23/2007,Kidnapping,2
06/23/2007,Property Crime,41
06/23/2007,Robbery,8
06/23/2007,Theft,71
06/23/2007,Theft from Vehicle,25
06/23/2007,Theft of Vehicle,15
06/23/2007,Traffic,3
06/23/2007,Weapons Offense,3
06/23/2008,Assault,89
06/23/2008,Breaking & Entering,45
06/23/2008,Disorder,3
06/23/2008,Drugs,16
06/23/2008,Family Offense,1
06/23/2008,Kidnapping,1
06/23/2008,Property Crime,40
06/23/2008,Robbery,12
06/23/2008,Theft,75
06/23/2008,Theft from Vehicle,21
06/23/2008,Theft of Vehicle,21
06/23/2008,Traffic,2
06/23/2008,Vehicle Recovery,1
06/23/2008,Weapons Offense,3
06/23/2009,Arson,2
06/23/2009,Assault,99
06/23/2009,Breaking & Entering,47
06/23/2009,Drugs,19
06/23/2009,Family Offense,3
06/23/2009,Property Crime,42
06/23/2009,Robbery,12
06/23/2009,Theft,55
